Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Chennai,Petrol,Manual,Second,5.0,2.8,10,hyundai,i20,18.5,1197.0,80.0,95
Pune,Petrol,Automatic,First,5.0,4.8,5,hyundai,grand,18.9,1197.0,82.0,32
Hyderabad,Diesel,Manual,First,5.0,5.65,6,ford,fiesta,25.01,1498.0,89.75,122
Ahmedabad,Diesel,Manual,First,5.0,5.9,5,maruti,swift,26.59,1248.0,74.0,69
Pune,Diesel,Manual,Second,5.0,5.0,5,toyota,etios,23.59,1364.0,67.04,65
Ahmedabad,Petrol,Manual,First,5.0,4.9,5,hyundai,xcent,19.1,1197.0,82.0,23
Delhi,Petrol,Manual,First,5.0,2.45,8,hyundai,accent,13.2,1495.0,94.0,56
Pune,Petrol,Manual,First,5.0,2.5,7,maruti,alto,22.74,796.0,47.3,30
Jaipur,Diesel,Manual,Second,5.0,5.75,7,ford,ecosport,22.7,1498.0,89.84,92
Pune,Petrol,Manual,First,5.0,5.0,2,hyundai,xcent,20.14,1197.0,81.86,40
Pune,Petrol,Manual,Second,5.0,0.85,17,ford,ikon,14.2,1597.0,92.0,83
Pune,Petrol,Manual,First,5.0,4.0,2,nissan,micra,19.69,1198.0,67.04,24
Pune,Petrol,Automatic,First,5.0,5.1,4,honda,brio,16.5,1198.0,86.8,32
Mumbai,Petrol,Automatic,First,5.0,5.45,5,hyundai,xcent,16.9,1197.0,82.0,41
Kochi,Petrol,Manual,First,5.0,1.75,12,chevrolet,spark,18.0,995.0,62.0,43
Hyderabad,Diesel,Manual,First,7.0,9.75,3,maruti,ertiga,24.52,1248.0,88.5,17
Bangalore,Diesel,Manual,First,5.0,4.75,7,honda,amaze,25.8,1498.0,98.6,61
Delhi,Petrol,Manual,First,5.0,2.5,9,maruti,wagon,18.9,998.0,67.1,68
Mumbai,Petrol,Manual,First,5.0,2.75,7,hyundai,i10,19.81,1086.0,68.05,49
Coimbatore,Petrol,Manual,First,5.0,5.85,1,tata,tiago,23.84,1199.0,84.0,16
Ahmedabad,Petrol,Manual,First,5.0,6.25,4,maruti,baleno,21.4,1197.0,83.1,30
Pune,Petrol,Manual,First,5.0,4.75,3,hyundai,grand,18.9,1197.0,81.86,15
Delhi,Diesel,Manual,First,5.0,2.55,7,ford,figo,20.0,1399.0,68.05,54
Kochi,Petrol,Manual,First,5.0,3.01,5,maruti,alto,22.74,796.0,47.3,21
Kochi,Diesel,Manual,First,5.0,9.48,2,maruti,ciaz,28.09,1248.0,88.5,39
Jaipur,Petrol,Manual,Second,5.0,1.25,16,maruti,wagon,18.9,998.0,67.1,62
Kolkata,Diesel,Manual,First,5.0,5.5,5,maruti,ciaz,28.09,1248.0,88.5,34
Coimbatore,Petrol,Manual,First,5.0,3.71,4,hyundai,eon,21.1,814.0,55.2,64
Mumbai,Petrol,Manual,First,7.0,6.25,6,maruti,ertiga,16.02,1373.0,93.7,69
Mumbai,Petrol,Manual,Second,5.0,1.1,15,honda,city,12.8,1493.0,100.0,81
Kochi,Petrol,Manual,First,5.0,4.72,4,volkswagen,polo,16.47,1198.0,73.9,36
Kolkata,Diesel,Manual,First,5.0,3.9,6,maruti,swift,22.9,1248.0,74.0,47
Kochi,Petrol,Manual,First,5.0,6.28,3,hyundai,elite,18.6,1197.0,81.86,37
Coimbatore,Petrol,Manual,First,5.0,7.85,3,hyundai,grand,18.9,1197.0,82.0,31
Hyderabad,Petrol,Manual,First,5.0,1.75,13,maruti,alto,19.7,796.0,46.3,52
Delhi,Diesel,Manual,First,5.0,5.5,7,renault,duster,19.87,1461.0,83.8,66
Chennai,Diesel,Manual,First,5.0,2.75,11,ford,fiesta,17.8,1399.0,68.0,76
Mumbai,Diesel,Manual,First,5.0,3.2,9,ford,figo,20.0,1399.0,68.0,30
Chennai,Diesel,Manual,Third,5.0,3.0,17,mitsubishi,lancer,14.8,1998.0,68.0,125
Chennai,Diesel,Manual,First,5.0,6.5,5,maruti,ciaz,26.21,1248.0,88.5,90
Hyderabad,Diesel,Manual,First,5.0,9.4,2,maruti,vitara,24.3,1248.0,88.5,11
Chennai,Petrol,Manual,First,5.0,4.5,9,hyundai,i20,17.0,1197.0,80.0,47
Coimbatore,Petrol,Manual,First,5.0,5.56,5,hyundai,xcent,19.1,1197.0,82.0,45
Mumbai,Petrol,Manual,First,5.0,2.65,9,hyundai,i10,20.36,1197.0,78.9,41
Jaipur,Petrol,Manual,Third,8.0,0.85,16,maruti,omni,19.7,796.0,35.0,66
Pune,Diesel,Manual,First,5.0,4.5,8,maruti,swift,22.9,1248.0,74.0,94
Coimbatore,Diesel,Manual,First,7.0,5.29,5,tata,sumo,15.3,2956.0,83.8,84
Kolkata,Petrol,Manual,First,5.0,2.25,4,datsun,redi-go,22.7,799.0,53.64,15
Chennai,Petrol,Manual,Second,5.0,1.22,18,maruti,alto,18.9,1061.0,47.0,103
Chennai,Petrol,Manual,First,5.0,3.65,8,volkswagen,polo,16.47,1198.0,73.9,64
Pune,Petrol,Manual,First,7.0,3.1,4,datsun,go,20.62,1198.0,67.0,35
Kochi,Petrol,Manual,First,5.0,3.46,5,maruti,alto,24.07,998.0,67.1,23
Pune,Diesel,Manual,Second,5.0,4.5,6,honda,amaze,25.8,1498.0,98.6,71
Kolkata,Diesel,Manual,First,5.0,3.95,6,maruti,swift,22.9,1248.0,74.0,25
Hyderabad,Diesel,Manual,First,5.0,4.75,8,nissan,sunny,21.64,1461.0,84.8,117
Bangalore,Petrol,Manual,Second,5.0,3.1,11,maruti,swift,17.5,1298.0,85.8,65
Kochi,Petrol,Manual,First,5.0,3.61,3,hyundai,eon,21.1,814.0,55.2,46
Coimbatore,Petrol,Manual,First,5.0,4.29,5,honda,brio,19.4,1198.0,86.8,36
Kolkata,Petrol,Manual,First,5.0,2.13,9,nissan,micra,18.06,1198.0,75.0,43
Mumbai,Petrol,Manual,First,5.0,1.1,12,maruti,alto,19.7,796.0,46.3,54
Mumbai,Petrol,Manual,First,5.0,5.35,6,volkswagen,polo,16.47,1198.0,74.0,7
Hyderabad,Petrol,Manual,First,5.0,3.9,6,maruti,celerio,23.1,998.0,67.04,58
Kolkata,Petrol,Manual,First,5.0,2.8,6,maruti,wagon,21.5,1197.0,81.8,37
Mumbai,Diesel,Manual,First,5.0,8.75,4,maruti,ciaz,26.21,1248.0,88.5,29
Kolkata,Petrol,Manual,First,5.0,2.75,7,honda,brio,19.4,1198.0,86.8,32
Delhi,Diesel,Manual,First,5.0,5.7,6,honda,city,26.0,1498.0,98.6,66
Chennai,Petrol,Manual,Second,5.0,1.75,9,chevrolet,spark,18.0,995.0,62.0,29
Chennai,Diesel,Manual,Second,5.0,1.9,10,ford,figo,20.0,1399.0,68.0,107
Ahmedabad,Petrol,Manual,First,5.0,4.5,5,maruti,swift,20.4,1197.0,81.8,36
Jaipur,Petrol,Manual,First,5.0,2.5,5,hyundai,eon,21.1,814.0,55.2,54
Kochi,Petrol,Manual,First,5.0,5.38,3,ford,figo,18.16,1196.0,86.8,23
Hyderabad,Petrol,Manual,First,5.0,2.65,7,maruti,alto,20.92,998.0,67.1,30
Hyderabad,Petrol,Manual,First,5.0,3.3,3,maruti,alto,24.7,796.0,47.3,2
Chennai,Petrol,Manual,Third,5.0,0.7,19,hyundai,santro,20.3,1086.0,68.0,140
Kochi,Diesel,Manual,First,5.0,6.83,3,hyundai,xcent,24.4,1120.0,71.0,32
Kochi,Diesel,Manual,First,5.0,5.77,4,honda,amaze,25.8,1498.0,98.6,46
Chennai,Diesel,Manual,Second,5.0,3.1,12,maruti,swift,17.8,1248.0,75.0,107
Mumbai,Petrol,Manual,First,5.0,4.95,3,volkswagen,polo,16.2,1199.0,74.0,19
Kolkata,Diesel,Manual,First,5.0,0.85,12,tata,indica,17.2,1396.0,53.5,50
Chennai,Petrol,Manual,First,5.0,6.95,4,maruti,baleno,21.4,1197.0,83.1,16
Kolkata,Diesel,Manual,First,5.0,3.45,3,hyundai,xcent,24.4,1120.0,71.0,82
Delhi,Petrol,Manual,Second,5.0,4.95,5,hyundai,i20,18.6,1197.0,81.83,36
Coimbatore,Petrol,Manual,First,5.0,6.79,4,hyundai,i20,18.6,1197.0,81.83,16
Mumbai,Petrol,Manual,First,5.0,4.5,6,maruti,swift,19.1,1197.0,85.8,48
Kochi,Petrol,Manual,First,5.0,3.01,6,maruti,wagon,22.5,998.0,67.04,52
Bangalore,Diesel,Manual,First,5.0,4.4,8,hyundai,i20,21.9,1396.0,88.76,68
Coimbatore,Petrol,Manual,First,5.0,4.66,6,hyundai,i10,20.36,1197.0,78.9,31
Chennai,Petrol,Manual,First,5.0,5.5,5,hyundai,grand,18.9,1197.0,82.0,25
Ahmedabad,Petrol,Manual,First,5.0,6.0,4,hyundai,i20,18.6,1197.0,81.83,57
Kochi,Diesel,Manual,First,5.0,10.19,2,maruti,vitara,24.3,1248.0,88.5,57
Kochi,Diesel,Manual,First,5.0,5.25,4,honda,amaze,25.8,1498.0,98.6,47
Ahmedabad,Diesel,Manual,First,5.0,2.7,10,hyundai,i20,23.0,1396.0,90.0,62
Coimbatore,Petrol,Manual,First,5.0,3.39,7,hyundai,i10,19.81,1086.0,68.05,65
Hyderabad,Diesel,Manual,First,5.0,5.69,6,maruti,swift,26.59,1248.0,74.0,81
Hyderabad,Diesel,Manual,First,5.0,8.4,3,maruti,baleno,27.39,1248.0,74.0,24
Hyderabad,Diesel,Manual,First,5.0,2.5,8,chevrolet,beat,25.44,936.0,57.6,72
Pune,Petrol,Manual,First,5.0,3.25,8,honda,brio,19.4,1198.0,86.8,59
Mumbai,Diesel,Manual,Second,5.0,3.25,6,ford,figo,20.0,1399.0,68.05,33
Pune,Petrol,Automatic,First,5.0,4.25,4,maruti,celerio,23.1,998.0,67.04,36
Jaipur,Petrol,Manual,First,5.0,4.25,5,honda,brio,19.4,1198.0,86.8,46
Mumbai,Petrol,Automatic,First,5.0,8.85,2,maruti,baleno,21.4,1197.0,83.1,3
Coimbatore,Petrol,Manual,First,5.0,4.14,6,hyundai,eon,21.1,814.0,55.2,14
Hyderabad,Diesel,Manual,First,5.0,7.0,5,hyundai,i20,23.0,1396.0,90.0,68
Kochi,Diesel,Manual,Second,5.0,3.53,8,maruti,sx4,21.5,1248.0,88.8,77
Mumbai,Diesel,Manual,Second,5.0,3.99,6,hyundai,xcent,24.4,1120.0,71.0,58
Hyderabad,Diesel,Manual,First,5.0,3.8,5,ford,figo,20.0,1399.0,68.0,65
Coimbatore,Diesel,Manual,First,7.0,8.75,3,mahindra,tuv,18.49,1493.0,100.0,22
Mumbai,Petrol,Manual,First,5.0,5.75,4,hyundai,i20,18.6,1197.0,81.83,24
Delhi,Petrol,Manual,First,5.0,3.5,5,nissan,micra,19.49,1198.0,67.04,28
Jaipur,Diesel,Manual,First,5.0,5.25,5,maruti,swift,23.4,1248.0,74.0,58
Coimbatore,Diesel,Manual,First,5.0,5.21,3,hyundai,grand,24.0,1120.0,70.0,60
Pune,Diesel,Manual,First,7.0,6.3,4,mahindra,tuv,18.49,1493.0,100.0,67
Kochi,Diesel,Manual,First,5.0,4.72,6,hyundai,grand,24.0,1120.0,70.0,51
Coimbatore,Diesel,Automatic,First,5.0,8.37,2,maruti,dzire,28.4,1248.0,73.75,25
Pune,Diesel,Manual,First,5.0,6.4,5,honda,jazz,27.3,1498.0,98.6,97
Hyderabad,Diesel,Manual,First,5.0,2.7,8,chevrolet,beat,25.44,936.0,57.6,61
Jaipur,Diesel,Manual,Second,5.0,3.9,8,maruti,swift,22.9,1248.0,74.0,160
Bangalore,Diesel,Manual,Second,5.0,3.0,12,maruti,swift,17.8,1248.0,75.0,100
Kolkata,Diesel,Manual,First,5.0,6.0,3,ford,aspire,26.1,1498.0,99.0,60
Mumbai,Petrol,Manual,First,5.0,2.11,11,hyundai,i10,20.36,1197.0,78.9,48
Jaipur,Petrol,Manual,First,5.0,1.5,9,maruti,alto,19.7,796.0,46.3,100
Bangalore,Petrol,Manual,Second,5.0,2.85,14,maruti,swift,20.4,1197.0,81.8,80
Hyderabad,Diesel,Manual,Second,5.0,0.91,9,tata,indica,17.88,1396.0,52.8,96
Jaipur,Petrol,Manual,Second,5.0,2.42,6,maruti,alto,22.74,796.0,47.3,45
Kolkata,Petrol,Manual,First,5.0,2.8,7,volkswagen,polo,16.47,1198.0,73.9,38
Coimbatore,Petrol,Automatic,First,5.0,8.3,1,maruti,dzire,22.0,1197.0,81.8,8
Jaipur,Diesel,Manual,First,5.0,2.9,10,maruti,swift,17.8,1248.0,75.0,152
Jaipur,Petrol,Manual,Second,4.0,0.53,8,tata,nano,25.4,624.0,37.5,80
Mumbai,Petrol,Manual,First,5.0,2.75,8,honda,brio,18.4,1198.0,86.8,25
Pune,Petrol,Automatic,First,5.0,5.0,2,tata,tiago,23.84,1199.0,83.83,2
Kolkata,Diesel,Manual,First,5.0,4.7,5,maruti,swift,26.59,1248.0,74.0,36
Coimbatore,Petrol,Manual,First,5.0,7.11,4,maruti,ciaz,20.73,1373.0,91.1,41
Jaipur,Diesel,Manual,First,5.0,6.25,6,ford,ecosport,22.7,1498.0,89.84,93
Hyderabad,Petrol,Manual,First,5.0,2.2,9,maruti,alto,20.92,998.0,67.1,81
Kochi,Petrol,Automatic,First,5.0,8.86,1,honda,amaze,19.0,1199.0,88.76,25
Coimbatore,Diesel,Manual,First,7.0,7.57,3,mahindra,tuv,18.49,1493.0,100.0,56
Chennai,Petrol,Manual,First,5.0,7.9,3,honda,jazz,18.2,1199.0,88.7,8
Kochi,Petrol,Manual,First,5.0,5.65,2,maruti,swift,16.1,1298.0,88.2,14
Delhi,Petrol,Manual,First,5.0,3.25,7,volkswagen,polo,16.47,1198.0,73.9,65
Coimbatore,Petrol,Manual,First,5.0,3.21,9,chevrolet,beat,18.6,1199.0,79.4,64
Kolkata,Diesel,Manual,First,5.0,3.9,7,honda,amaze,25.8,1498.0,98.6,38
Pune,Diesel,Manual,First,5.0,3.6,5,maruti,swift,26.59,1248.0,74.0,131
Kolkata,Diesel,Manual,First,5.0,5.5,5,maruti,swift,26.59,1248.0,74.0,43
Jaipur,Diesel,Manual,First,5.0,4.91,5,volkswagen,polo,20.14,1498.0,88.0,66
Kolkata,Petrol,Manual,First,5.0,2.0,10,honda,jazz,16.0,1198.0,90.0,45
Hyderabad,Diesel,Manual,First,5.0,5.3,5,toyota,etios,23.59,1364.0,67.06,69
Mumbai,Petrol,Manual,First,5.0,2.75,10,hyundai,i20,18.5,1197.0,80.0,57
Hyderabad,Diesel,Manual,First,5.0,3.75,9,ford,fiesta,17.8,1399.0,68.0,52
Chennai,Diesel,Manual,First,5.0,4.35,7,maruti,swift,25.2,1248.0,74.0,87
Delhi,Diesel,Manual,First,5.0,3.25,6,hyundai,grand,24.0,1120.0,70.0,58
Mumbai,Petrol,Manual,First,5.0,5.5,4,volkswagen,ameo,17.0,1198.0,74.0,16
Kochi,Diesel,Manual,First,5.0,7.48,2,maruti,baleno,27.39,1248.0,74.0,42
Jaipur,Diesel,Manual,First,5.0,5.5,4,hyundai,grand,24.0,1120.0,70.0,57
Jaipur,Diesel,Manual,First,5.0,3.5,9,maruti,swift,19.3,1248.0,73.9,110
Hyderabad,Diesel,Manual,First,5.0,8.4,3,honda,jazz,27.3,1498.0,98.6,17
Pune,Diesel,Manual,First,5.0,7.25,4,maruti,vitara,24.3,1248.0,88.5,31
Kolkata,Diesel,Manual,First,5.0,4.25,6,maruti,swift,23.4,1248.0,74.0,42
Hyderabad,Petrol,Manual,First,5.0,2.49,7,maruti,alto,22.74,796.0,47.3,30
Pune,Petrol,Manual,Second,5.0,3.0,9,volkswagen,polo,16.47,1198.0,73.9,65
Delhi,Diesel,Manual,First,5.0,5.95,5,honda,city,26.0,1498.0,98.6,65
Delhi,Diesel,Manual,First,5.0,2.69,7,maruti,swift,23.4,1248.0,74.0,72
Chennai,Petrol,Manual,First,5.0,4.85,4,ford,figo,18.16,1196.0,86.8,29
Kochi,Diesel,Manual,First,5.0,8.39,2,maruti,vitara,24.3,1248.0,88.5,32
Hyderabad,Diesel,Manual,First,5.0,6.95,4,hyundai,i20,21.19,1396.0,88.73,62
Mumbai,Petrol,Manual,First,5.0,1.5,10,mahindra,logan,15.7,1390.0,75.0,93
Mumbai,Petrol,Manual,First,5.0,1.55,14,honda,city,17.7,1497.0,78.0,44
Bangalore,Petrol,Manual,Second,5.0,2.75,10,ford,figo,15.6,1196.0,70.0,78
Kolkata,Petrol,Manual,First,5.0,2.85,5,hyundai,i10,20.36,1197.0,78.9,18
Mumbai,Petrol,Manual,Second,8.0,1.25,17,maruti,versa,11.3,1298.0,83.1,62
Kolkata,Diesel,Manual,First,5.0,7.5,3,maruti,swift,26.59,1248.0,74.0,14
Ahmedabad,Petrol,Manual,First,5.0,4.3,6,volkswagen,polo,16.47,1198.0,74.0,44
Chennai,Diesel,Manual,First,5.0,4.8,8,maruti,swift,22.9,1248.0,74.0,58
Pune,Petrol,Manual,Second,5.0,1.65,12,skoda,fabia,17.5,1198.0,70.0,61
Ahmedabad,Petrol,Manual,Second,4.0,1.0,6,tata,nano,25.4,624.0,37.5,18
Ahmedabad,Diesel,Manual,First,5.0,3.6,5,maruti,celerio,27.62,793.0,47.0,42
Ahmedabad,Diesel,Manual,First,5.0,3.6,5,maruti,celerio,27.62,793.0,47.0,42
Pune,Petrol,Manual,First,5.0,3.05,5,hyundai,eon,21.1,814.0,55.2,30
Bangalore,Diesel,Manual,Second,5.0,6.0,9,ford,fiesta,23.5,1498.0,90.0,47
Ahmedabad,Petrol,Manual,First,5.0,3.75,7,volkswagen,polo,16.47,1198.0,74.0,39
Coimbatore,Petrol,Manual,First,5.0,6.17,4,volkswagen,polo,16.2,1199.0,74.0,32
Coimbatore,Diesel,Manual,First,5.0,9.05,3,maruti,vitara,24.3,1248.0,88.5,58
Coimbatore,Petrol,Manual,First,5.0,4.05,7,honda,brio,19.4,1198.0,86.8,67
Pune,Petrol,Manual,First,5.0,4.25,7,maruti,swift,17.5,1298.0,85.8,55
Kolkata,Petrol,Manual,First,5.0,3.75,2,maruti,celerio,23.1,998.0,67.04,30
Kochi,Diesel,Manual,First,5.0,8.24,4,ford,ecosport,22.7,1498.0,89.84,31
Kochi,Petrol,Manual,First,5.0,4.64,5,volkswagen,polo,16.47,1198.0,74.0,58
Kochi,Petrol,Automatic,First,5.0,3.32,10,hyundai,i10,19.2,1197.0,80.0,30
Chennai,Petrol,Manual,Second,5.0,2.78,8,hyundai,i10,20.36,1197.0,78.9,55
Kolkata,Diesel,Manual,First,5.0,3.25,7,volkswagen,polo,22.07,1199.0,73.9,45
Coimbatore,Diesel,Manual,First,5.0,9.88,3,maruti,vitara,24.3,1248.0,88.5,21
Coimbatore,Petrol,Manual,First,5.0,8.78,1,hyundai,elite,18.6,1197.0,81.86,21
Kochi,Diesel,Manual,First,5.0,5.98,6,nissan,sunny,21.64,1461.0,84.8,51
Kolkata,Diesel,Manual,First,5.0,2.19,11,maruti,swift,19.3,1248.0,73.9,34
Hyderabad,Diesel,Manual,First,5.0,5.5,7,maruti,dzire,28.4,1248.0,73.75,68
Pune,Petrol,Manual,First,5.0,2.1,6,maruti,alto,24.07,998.0,67.1,17
Hyderabad,Petrol,Manual,First,5.0,5.3,6,maruti,swift,20.4,1197.0,81.8,61
Delhi,Petrol,Manual,First,5.0,2.65,4,maruti,alto,24.7,796.0,47.3,35
Coimbatore,Petrol,Manual,First,5.0,2.81,8,maruti,alto,20.92,998.0,67.1,65
Mumbai,Petrol,Manual,First,5.0,3.3,8,maruti,swift,16.1,1197.0,85.0,61
Kochi,Petrol,Manual,First,5.0,5.34,1,maruti,wagon,22.5,998.0,67.04,31
Kochi,Petrol,Manual,Second,5.0,2.69,10,honda,jazz,16.0,1198.0,90.0,82
Coimbatore,Petrol,Manual,First,5.0,4.06,9,maruti,ritz,18.5,1197.0,85.8,50
Delhi,Diesel,Manual,First,5.0,3.96,5,hyundai,grand,24.0,1120.0,70.0,63
Mumbai,Petrol,Manual,First,5.0,5.6,5,hyundai,elite,18.6,1197.0,81.86,28
Kolkata,Diesel,Manual,First,5.0,3.75,3,tata,zest,22.95,1248.0,74.0,45
Jaipur,Diesel,Manual,First,5.0,5.5,5,hyundai,i20,22.54,1396.0,88.73,55
Mumbai,Petrol,Manual,First,5.0,3.0,9,fiat,linea,16.0,1368.0,90.0,48
Pune,Petrol,Manual,First,5.0,2.95,10,maruti,swift,16.1,1298.0,88.2,90
Hyderabad,Diesel,Manual,First,5.0,2.45,5,tata,indica,25.0,1396.0,69.0,80
Mumbai,Petrol,Manual,Second,5.0,2.5,10,hyundai,i20,18.5,1197.0,80.0,58
Delhi,Petrol,Manual,First,5.0,3.9,6,hyundai,grand,18.9,1197.0,82.0,31
Chennai,Petrol,Manual,First,5.0,2.5,8,hyundai,eon,21.1,814.0,55.2,45
Kolkata,Petrol,Automatic,First,5.0,2.65,9,nissan,micra,19.15,1198.0,75.94,44
Kochi,Petrol,Automatic,First,5.0,7.42,4,honda,jazz,19.0,1199.0,88.7,30
Kochi,Petrol,Manual,First,5.0,4.63,4,volkswagen,polo,16.47,1198.0,74.0,46
Kolkata,Petrol,Manual,First,5.0,1.09,12,maruti,alto,19.7,796.0,46.3,42
Coimbatore,Petrol,Manual,First,5.0,5.27,5,tata,zest,17.57,1193.0,88.7,27
Mumbai,Petrol,Manual,Second,5.0,2.75,8,honda,brio,18.4,1198.0,86.8,39
Chennai,Diesel,Manual,First,5.0,7.4,4,honda,jazz,27.3,1498.0,98.6,14
Jaipur,Petrol,Automatic,First,5.0,3.9,3,maruti,alto,24.07,998.0,67.1,18
Jaipur,Petrol,Manual,Second,5.0,0.7,20,maruti,zen,17.3,993.0,60.0,90
Pune,Diesel,Manual,First,5.0,5.9,5,hyundai,i20,22.54,1396.0,88.73,118
Kochi,Petrol,Manual,First,7.0,4.29,5,chevrolet,enjoy,13.7,1399.0,98.82,25
Mumbai,Petrol,Manual,First,5.0,3.75,5,hyundai,i10,20.36,1197.0,78.9,20
Pune,Petrol,Manual,Second,5.0,1.1,13,hyundai,getz,14.2,1341.0,82.9,143
Pune,Petrol,Manual,First,5.0,5.55,4,honda,jazz,18.7,1199.0,88.7,22
Hyderabad,Diesel,Manual,First,5.0,3.9,8,volkswagen,polo,22.07,1199.0,73.9,107
Delhi,Diesel,Manual,First,5.0,3.95,8,maruti,swift,19.3,1248.0,73.9,71
Delhi,Petrol,Manual,First,5.0,3.38,6,maruti,celerio,23.1,998.0,67.04,21
Delhi,Petrol,Manual,First,5.0,5.75,4,hyundai,i20,18.6,1197.0,81.83,32
Jaipur,Petrol,Manual,First,5.0,2.75,4,renault,kwid,25.17,799.0,53.3,12
Hyderabad,Diesel,Manual,First,5.0,7.5,6,ford,ecosport,22.7,1498.0,89.84,45
Coimbatore,Petrol,Manual,First,5.0,6.87,5,hyundai,i20,18.6,1197.0,81.83,35
Chennai,Diesel,Manual,First,5.0,3.5,8,nissan,sunny,21.64,1461.0,84.8,150
Hyderabad,Diesel,Manual,First,5.0,5.85,6,maruti,swift,25.2,1248.0,74.0,89
Hyderabad,Petrol,Manual,First,5.0,2.5,10,maruti,a-star,19.0,998.0,66.1,68
Pune,Petrol,Manual,First,5.0,3.95,7,maruti,swift,18.6,1197.0,85.8,52
Bangalore,Petrol,Manual,Second,7.0,6.75,6,maruti,ertiga,16.02,1373.0,93.7,68
Jaipur,Petrol,Manual,Second,5.0,1.5,13,maruti,wagon,18.9,998.0,67.1,71
Hyderabad,Diesel,Manual,First,5.0,3.9,8,volkswagen,polo,22.07,1199.0,73.9,72
Hyderabad,Diesel,Manual,First,5.0,6.55,6,ford,ecosport,22.7,1498.0,89.84,135
Kochi,Diesel,Manual,First,5.0,9.44,3,honda,city,25.1,1498.0,98.6,65
Kolkata,Petrol,Manual,First,5.0,3.0,4,maruti,alto,24.7,796.0,47.3,4
Kochi,Petrol,Manual,First,5.0,3.29,4,hyundai,eon,21.1,814.0,55.2,29
Chennai,Diesel,Manual,First,5.0,6.5,4,maruti,swift,26.59,1248.0,74.0,71
Kochi,Petrol,Manual,First,5.0,4.52,5,tata,zest,17.57,1193.0,88.7,39
Chennai,Petrol,Manual,First,5.0,7.5,4,nissan,sunny,16.95,1498.0,97.7,18
Coimbatore,Petrol,Manual,First,5.0,3.41,12,maruti,swift,20.4,1197.0,83.11,50
Hyderabad,Diesel,Manual,First,5.0,4.15,6,hyundai,grand,24.0,1120.0,70.0,79
Hyderabad,Diesel,Manual,Second,5.0,5.9,6,volkswagen,polo,20.14,1498.0,88.8,46
Kolkata,Petrol,Manual,First,5.0,4.75,5,hyundai,i20,18.6,1197.0,81.83,41
Chennai,Petrol,Automatic,First,5.0,3.5,5,maruti,alto,24.07,998.0,67.1,25
Pune,Diesel,Manual,First,7.0,7.25,6,maruti,ertiga,20.77,1248.0,88.76,71
Mumbai,Petrol,Automatic,First,5.0,4.35,4,maruti,celerio,23.1,998.0,67.04,7
Coimbatore,Petrol,Automatic,Second,5.0,4.99,2,renault,kwid,22.5,999.0,67.0,38
Chennai,Diesel,Manual,First,5.0,6.9,3,volkswagen,polo,22.07,1199.0,73.9,26
Chennai,Diesel,Manual,First,5.0,2.9,9,ford,figo,20.0,1399.0,68.0,56
Kolkata,Diesel,Manual,First,5.0,5.75,6,nissan,terrano,20.45,1461.0,83.8,40
Kochi,Petrol,Automatic,First,5.0,4.41,3,renault,kwid,22.5,999.0,67.0,53
Chennai,Diesel,Manual,First,5.0,2.95,8,ford,figo,20.0,1399.0,68.05,82
Coimbatore,Diesel,Manual,First,7.0,8.14,3,mahindra,bolero,15.96,2523.0,62.1,68
Kolkata,Petrol,Manual,First,5.0,4.11,6,volkswagen,polo,16.47,1198.0,74.0,22
Coimbatore,Petrol,Manual,First,5.0,5.37,5,hyundai,i20,18.5,1197.0,82.9,14
Mumbai,Diesel,Manual,First,7.0,6.55,7,maruti,ertiga,20.77,1248.0,88.8,75
Pune,Diesel,Manual,First,5.0,5.15,4,honda,amaze,25.8,1498.0,98.6,138
Kochi,Diesel,Manual,First,5.0,7.69,3,ford,ecosport,23.0,1498.0,98.96,63
Kochi,Petrol,Manual,First,5.0,4.57,7,hyundai,i20,18.5,1197.0,82.85,62
Hyderabad,Diesel,Manual,First,5.0,4.9,5,maruti,ritz,23.2,1248.0,73.94,75
Kolkata,Petrol,Manual,First,5.0,1.65,12,hyundai,i10,19.81,1086.0,68.05,55
Mumbai,Petrol,Manual,First,5.0,3.25,5,chevrolet,sail,18.2,1199.0,82.4,41
Jaipur,Petrol,Manual,First,5.0,3.25,7,chevrolet,sail,18.2,1199.0,82.4,48
Delhi,Petrol,Manual,First,5.0,2.4,10,hyundai,i10,20.36,1197.0,78.9,62
Chennai,Petrol,Manual,First,5.0,4.55,6,hyundai,i20,17.0,1197.0,80.0,41
Delhi,Petrol,Manual,Second,5.0,2.65,9,maruti,swift,17.5,1197.0,85.8,69
Pune,Diesel,Manual,Second,5.0,1.6,3,tata,indica,25.0,1396.0,69.0,49
Ahmedabad,Diesel,Manual,First,5.0,4.15,7,maruti,swift,22.9,1248.0,74.0,60
Jaipur,Petrol,Manual,First,5.0,7.23,2,ford,freestyle,19.0,1194.0,94.68,1
Hyderabad,Diesel,Manual,First,5.0,4.35,6,maruti,ritz,23.2,1248.0,73.94,60
Pune,Diesel,Manual,First,5.0,8.9,4,maruti,vitara,24.3,1248.0,88.5,85
Kolkata,Petrol,Manual,Second,5.0,3.5,4,hyundai,xcent,19.1,1197.0,82.0,146
Kolkata,Diesel,Manual,First,5.0,6.1,6,honda,city,26.0,1498.0,98.6,56
